,Date,Cac40,AI.PA,AIR.PA,ALO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,EN.PA,ENGI.PA,ERF.PA,GLE.PA,HO.PA,KER.PA,LR.PA,MC.PA,ML.PA,OR.PA,ORA.PA,PUB.PA,RCO.PA,RI.PA,RMS.PA,SAF.PA,SAN.PA,SGO.PA,STMPA.PA,SU.PA,TEP.PA,TTE.PA,VIE.PA,VIV.PA,WLN.PA,Money
11,2024-05-07 00:00:00,8075.68017578125,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,11076355.42994274
12,2024-05-08 00:00:00,8131.41015625,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,11009953.238777488
13,2024-05-09 00:00:00,8187.64990234375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10984193.571320923
14,2024-05-10 00:00:00,8219.1396484375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10803327.098046785
15,2024-05-13 00:00:00,8209.2802734375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10214200.496483877
16,2024-05-14 00:00:00,8225.7998046875,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,9743852.722903566
17,2024-05-15 00:00:00,8239.990234375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10606339.249083236
18,2024-05-16 00:00:00,8188.490234375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,9474039.615631748
19,2024-05-17 00:00:00,8167.5,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10044671.54540922
20,2024-05-20 00:00:00,8195.9697265625,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10427204.96034318
21,2024-05-21 00:00:00,8141.4599609375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10546678.739671964
22,2024-05-22 00:00:00,8092.10986328125,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,10881279.968874952
23,2024-05-23 00:00:00,8102.330078125,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,12029588.443049012
24,2024-05-24 00:00:00,8094.97021484375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,11847698.71097912
25,2024-05-27 00:00:00,8132.490234375,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,11641569.37892339
26,2024-05-28 00:00:00,8057.7998046875,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,12061648.373131575
27,2024-05-29 00:00:00,7935.02978515625,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,12028337.553306317
28,2024-05-30 00:00:00,7978.509765625,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,11666435.354624033
29,2024-05-31 00:00:00,7992.8701171875,-54983.51458401461,-34608.26340745594,-168255.86700724743,-46909.46151900698,51740.81329975134,-193477.7463707434,24193.266148698545,-191550.77544701428,-24977.607075769178,-72271.10385172108,20803.19877586417,130978.18384555768,699740.8867630429,-47343.90183881305,-58883.359049688646,-52156.42949084566,-8355.48537363232,-153574.61809904457,-3494.424461576246,256477.46492369112,1308.7542633769451,-279022.7649060866,109583.18364464503,-31067.85896942757,-19859.27345771441,-1141.1978814408144,150578.34931974777,-30947.82219533751,258945.7931655663,-73664.80272089141,32116.56905156353,-29202.95643910133,-2233.7405376436586,-97727.35532273512,-272565.39624922466,-242179.39067338035,11625338.343036748
30,2024-06-03 00:00:00,7998.02001953125,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,11859051.428895308
31,2024-06-04 00:00:00,7937.89990234375,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10993611.812925076
32,2024-06-05 00:00:00,8006.56982421875,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10403547.509723607
33,2024-06-06 00:00:00,8040.1201171875,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,9863476.478451815
34,2024-06-07 00:00:00,8001.7998046875,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,9406963.93324415
35,2024-06-10 00:00:00,7893.97998046875,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10054418.337620158
36,2024-06-11 00:00:00,7789.2099609375,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10053200.17974889
37,2024-06-12 00:00:00,7864.7001953125,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10141161.321859905
38,2024-06-13 00:00:00,7708.02001953125,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10331711.19370338
39,2024-06-14 00:00:00,7503.27001953125,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,9451071.379906394
40,2024-06-17 00:00:00,7571.56982421875,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10021003.740080066
41,2024-06-18 00:00:00,7628.7998046875,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10695658.171082288
42,2024-06-19 00:00:00,7570.2001953125,-92142.124020529,-90794.74199362588,-201039.95646516755,-61567.490238145445,17006.448923386954,-250620.37929409964,7351.838001978929,-155637.53197667073,-32442.550298836402,-97092.2887150733,21741.35990818384,266983.05891136936,285839.8308472171,-65072.618655758306,126096.42286335114,-53041.3244090689,-11348.643395943187,-165719.6767445466,-4922.792563059205,460607.96222052025,-8034.688013561972,-360541.21151875233,180661.5129810419,-43842.19333740402,-27386.224032519596,-1650.9632920221377,211010.08099905186,-41077.50709416723,246376.98558954592,-94534.2462276131,5163.886813878719,-34809.42298863624,-9875.02023930971,176733.18508184925,327444.32867780805,-283174.0853554946,10929146.874976654
